
2024/07/30 (03:54:55) | ===> btop++ v.1.3.2
2024/10/17 (15:13:25) | ===> btop++ v.1.4.0
2024/10/17 (15:13:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/18 (01:12:30) | ===> btop++ v.1.4.0
2024/10/18 (01:12:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/18 (17:56:54) | ===> btop++ v.1.4.0
2024/10/18 (17:56:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/18 (20:29:30) | ===> btop++ v.1.4.0
2024/10/18 (20:29:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/18 (23:16:37) | ===> btop++ v.1.4.0
2024/10/18 (23:16:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/18 (23:23:10) | ===> btop++ v.1.4.0
2024/10/18 (23:23:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/19 (10:32:50) | ===> btop++ v.1.4.0
2024/10/19 (10:32:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/19 (11:01:49) | ===> btop++ v.1.4.0
2024/10/19 (11:01:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/19 (23:15:57) | ===> btop++ v.1.4.0
2024/10/19 (23:15:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/20 (15:52:35) | ===> btop++ v.1.4.0
2024/10/20 (15:52:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/20 (16:01:53) | ===> btop++ v.1.4.0
2024/10/20 (16:01:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/20 (17:17:46) | ===> btop++ v.1.4.0
2024/10/20 (17:17:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/21 (00:12:56) | ===> btop++ v.1.4.0
2024/10/21 (00:12:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/21 (00:16:18) | ===> btop++ v.1.4.0
2024/10/21 (00:16:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/21 (00:16:21) | ===> btop++ v.1.4.0
2024/10/21 (00:16:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/21 (00:16:22) | ===> btop++ v.1.4.0
2024/10/21 (00:16:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/21 (17:42:30) | ===> btop++ v.1.4.0
2024/10/21 (17:42:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/21 (20:13:49) | ===> btop++ v.1.4.0
2024/10/21 (20:13:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/22 (13:35:51) | ===> btop++ v.1.4.0
2024/10/22 (13:35:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/22 (14:08:54) | ===> btop++ v.1.4.0
2024/10/22 (14:08:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/23 (00:31:47) | ===> btop++ v.1.4.0
2024/10/23 (00:31:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/23 (11:29:09) | ===> btop++ v.1.4.0
2024/10/23 (11:29:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/23 (11:29:09) | ===> btop++ v.1.4.0
2024/10/23 (11:29:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/23 (23:01:09) | ===> btop++ v.1.4.0
2024/10/23 (23:01:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/24 (00:52:47) | ===> btop++ v.1.4.0
2024/10/24 (00:52:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/24 (15:00:40) | ===> btop++ v.1.4.0
2024/10/24 (15:00:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/10/24 (15:12:01) | INFO: Logger set to DEBUG
2024/10/24 (15:12:01) | INFO: Logger set to INFO

2024/10/24 (15:16:36) | ===> btop++ v.1.4.0
2024/10/24 (15:16:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/25 (17:48:02) | ===> btop++ v.1.4.0
2024/10/25 (17:48:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/25 (17:59:29) | ===> btop++ v.1.4.0
2024/10/25 (17:59:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/25 (18:01:10) | ===> btop++ v.1.4.0
2024/10/25 (18:01:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/25 (18:47:08) | ===> btop++ v.1.4.0
2024/10/25 (18:47:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/26 (16:07:10) | ===> btop++ v.1.4.0
2024/10/26 (16:07:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/26 (23:46:51) | ===> btop++ v.1.4.0
2024/10/26 (23:46:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/27 (00:18:31) | ===> btop++ v.1.4.0
2024/10/27 (00:18:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/28 (01:04:52) | ===> btop++ v.1.4.0
2024/10/28 (01:04:52) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/30 (08:37:40) | ===> btop++ v.1.4.0
2024/10/30 (08:37:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/07 (10:15:47) | ===> btop++ v.1.4.0
2024/11/07 (10:15:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/08 (09:38:34) | ===> btop++ v.1.4.0
2024/11/08 (09:38:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/11 (19:46:46) | ===> btop++ v.1.4.0
2024/11/11 (19:46:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/11 (19:54:15) | ===> btop++ v.1.4.0
2024/11/11 (19:54:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (06:22:17) | ===> btop++ v.1.4.0
2024/11/13 (06:22:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (07:00:38) | ===> btop++ v.1.4.0
2024/11/13 (07:00:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (07:12:11) | ===> btop++ v.1.4.0
2024/11/13 (07:12:11) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (07:14:21) | ===> btop++ v.1.4.0
2024/11/13 (07:14:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (07:14:21) | ===> btop++ v.1.4.0
2024/11/13 (07:14:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (08:25:05) | ===> btop++ v.1.4.0
2024/11/13 (08:25:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (13:37:35) | ===> btop++ v.1.4.0
2024/11/13 (13:37:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (18:08:15) | ===> btop++ v.1.4.0
2024/11/13 (18:08:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (19:21:32) | ===> btop++ v.1.4.0
2024/11/13 (19:21:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (19:21:32) | ===> btop++ v.1.4.0
2024/11/13 (19:21:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (21:01:36) | ===> btop++ v.1.4.0
2024/11/13 (21:01:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (21:02:34) | ===> btop++ v.1.4.0
2024/11/13 (21:02:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (21:04:02) | ===> btop++ v.1.4.0
2024/11/13 (21:04:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (21:04:02) | ===> btop++ v.1.4.0
2024/11/13 (21:04:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/13 (22:06:42) | ===> btop++ v.1.4.0
2024/11/13 (22:06:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/14 (05:53:20) | ===> btop++ v.1.4.0
2024/11/14 (05:53:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/15 (11:47:36) | ===> btop++ v.1.4.0
2024/11/15 (11:47:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/15 (12:44:37) | ===> btop++ v.1.4.0
2024/11/15 (12:44:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/15 (12:46:53) | ===> btop++ v.1.4.0
2024/11/15 (12:46:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/15 (16:53:07) | ===> btop++ v.1.4.0
2024/11/15 (16:53:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/15 (16:53:07) | ===> btop++ v.1.4.0
2024/11/15 (16:53:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/17 (08:31:42) | ===> btop++ v.1.4.0
2024/11/17 (08:31:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/17 (08:45:55) | ===> btop++ v.1.4.0
2024/11/17 (08:45:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/17 (09:04:40) | ===> btop++ v.1.4.0
2024/11/17 (09:04:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/18 (10:42:42) | ===> btop++ v.1.4.0
2024/11/18 (10:42:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/21 (14:01:26) | ===> btop++ v.1.4.0
2024/11/21 (14:01:26) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/21 (16:55:45) | ===> btop++ v.1.4.0
2024/11/21 (16:55:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/21 (16:55:45) | ===> btop++ v.1.4.0
2024/11/21 (16:55:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/23 (00:04:54) | ===> btop++ v.1.4.0
2024/11/23 (00:04:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/23 (00:05:27) | ===> btop++ v.1.4.0
2024/11/23 (00:05:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/23 (16:09:13) | ===> btop++ v.1.4.0
2024/11/23 (16:09:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/23 (18:59:08) | ===> btop++ v.1.4.0
2024/11/23 (18:59:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (16:29:05) | ===> btop++ v.1.4.0
2024/11/25 (16:29:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (16:31:16) | ===> btop++ v.1.4.0
2024/11/25 (16:31:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (18:42:23) | ===> btop++ v.1.4.0
2024/11/25 (18:42:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (18:42:42) | ===> btop++ v.1.4.0
2024/11/25 (18:42:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (18:42:42) | ===> btop++ v.1.4.0
2024/11/25 (18:42:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (18:42:42) | ===> btop++ v.1.4.0
2024/11/25 (18:42:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (22:05:51) | ===> btop++ v.1.4.0
2024/11/25 (22:05:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/25 (23:54:38) | ===> btop++ v.1.4.0
2024/11/25 (23:54:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/26 (00:24:01) | ===> btop++ v.1.4.0
2024/11/26 (00:24:01) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/26 (21:59:42) | ===> btop++ v.1.4.0
2024/11/26 (21:59:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/26 (21:59:42) | ===> btop++ v.1.4.0
2024/11/26 (21:59:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/26 (22:03:30) | ===> btop++ v.1.4.0
2024/11/26 (22:03:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/26 (22:03:30) | ===> btop++ v.1.4.0
2024/11/26 (22:03:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/28 (13:15:02) | ===> btop++ v.1.4.0
2024/11/28 (13:15:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/28 (13:15:11) | ===> btop++ v.1.4.0
2024/11/28 (13:15:11) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/28 (13:15:11) | ===> btop++ v.1.4.0
2024/11/28 (13:15:11) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (14:56:18) | ===> btop++ v.1.4.0
2024/11/29 (14:56:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (15:01:48) | ===> btop++ v.1.4.0
2024/11/29 (15:01:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (15:01:48) | ===> btop++ v.1.4.0
2024/11/29 (15:01:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (15:06:18) | ===> btop++ v.1.4.0
2024/11/29 (15:06:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (15:06:18) | ===> btop++ v.1.4.0
2024/11/29 (15:06:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (15:35:23) | ===> btop++ v.1.4.0
2024/11/29 (15:35:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/11/29 (20:10:44) | ===> btop++ v.1.4.0
2024/11/29 (20:10:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/01 (15:31:43) | ===> btop++ v.1.4.0
2024/12/01 (15:31:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/01 (15:31:43) | ===> btop++ v.1.4.0
2024/12/01 (15:31:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/01 (19:22:55) | ===> btop++ v.1.4.0
2024/12/01 (19:22:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/01 (19:52:25) | ===> btop++ v.1.4.0
2024/12/01 (19:52:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/03 (16:56:22) | ===> btop++ v.1.4.0
2024/12/03 (16:56:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/03 (17:01:13) | ===> btop++ v.1.4.0
2024/12/03 (17:01:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/04 (11:04:13) | ===> btop++ v.1.4.0
2024/12/04 (11:04:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/04 (12:23:05) | ===> btop++ v.1.4.0
2024/12/04 (12:23:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/05 (11:03:23) | ===> btop++ v.1.4.0
2024/12/05 (11:03:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/05 (13:32:55) | ===> btop++ v.1.4.0
2024/12/05 (13:32:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/05 (17:54:49) | ===> btop++ v.1.4.0
2024/12/05 (17:54:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/05 (18:16:43) | ===> btop++ v.1.4.0
2024/12/05 (18:16:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/09 (12:23:41) | ===> btop++ v.1.4.0
2024/12/09 (12:23:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/09 (18:42:49) | ===> btop++ v.1.4.0
2024/12/09 (18:42:49) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/10 (11:11:36) | ===> btop++ v.1.4.0
2024/12/10 (11:11:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/10 (14:31:05) | ===> btop++ v.1.4.0
2024/12/10 (14:31:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/10 (14:31:05) | ===> btop++ v.1.4.0
2024/12/10 (14:31:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/10 (14:31:16) | ===> btop++ v.1.4.0
2024/12/10 (14:31:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/10 (14:31:33) | ===> btop++ v.1.4.0
2024/12/10 (14:31:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/10 (14:33:19) | ===> btop++ v.1.4.0
2024/12/10 (14:33:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/11 (00:39:32) | ===> btop++ v.1.4.0
2024/12/11 (00:39:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/11 (01:47:09) | ===> btop++ v.1.4.0
2024/12/11 (01:47:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/11 (01:47:09) | ===> btop++ v.1.4.0
2024/12/11 (01:47:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/11 (18:54:45) | ===> btop++ v.1.4.0
2024/12/11 (18:54:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/13 (10:16:27) | ===> btop++ v.1.4.0
2024/12/13 (10:16:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/13 (10:16:27) | ===> btop++ v.1.4.0
2024/12/13 (10:16:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/13 (17:05:48) | ===> btop++ v.1.4.0
2024/12/13 (17:05:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/15 (16:12:45) | ===> btop++ v.1.4.0
2024/12/15 (16:12:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/15 (16:18:33) | ===> btop++ v.1.4.0
2024/12/15 (16:18:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/15 (17:55:21) | ===> btop++ v.1.4.0
2024/12/15 (17:55:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/16 (17:42:32) | ===> btop++ v.1.4.0
2024/12/16 (17:42:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/16 (20:26:04) | ===> btop++ v.1.4.0
2024/12/16 (20:26:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/17 (16:42:24) | ===> btop++ v.1.4.0
2024/12/17 (16:42:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/17 (22:46:30) | ===> btop++ v.1.4.0
2024/12/17 (22:46:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/18 (08:23:34) | ===> btop++ v.1.4.0
2024/12/18 (08:23:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/18 (15:12:53) | ===> btop++ v.1.4.0
2024/12/18 (15:12:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/18 (17:31:51) | ===> btop++ v.1.4.0
2024/12/18 (17:31:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/18 (18:26:51) | ===> btop++ v.1.4.0
2024/12/18 (18:26:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/19 (14:46:33) | ===> btop++ v.1.4.0
2024/12/19 (14:46:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/19 (14:46:33) | ===> btop++ v.1.4.0
2024/12/19 (14:46:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/20 (14:53:22) | ===> btop++ v.1.4.0
2024/12/20 (14:53:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/20 (17:59:47) | ===> btop++ v.1.4.0
2024/12/20 (17:59:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/21 (13:11:34) | ===> btop++ v.1.4.0
2024/12/21 (13:11:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/12/28 (12:03:48) | ===> btop++ v.1.4.0
2024/12/28 (12:03:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/01 (11:35:21) | ===> btop++ v.1.4.0
2025/01/01 (11:35:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/01 (11:35:21) | ===> btop++ v.1.4.0
2025/01/01 (11:35:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/01 (19:47:43) | ===> btop++ v.1.4.0
2025/01/01 (19:47:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/01 (19:55:27) | ===> btop++ v.1.4.0
2025/01/01 (19:55:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/02 (12:39:22) | ===> btop++ v.1.4.0
2025/01/02 (12:39:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/02 (16:43:28) | ===> btop++ v.1.4.0
2025/01/02 (16:43:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/02 (16:43:28) | ===> btop++ v.1.4.0
2025/01/02 (16:43:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/02 (19:41:02) | ===> btop++ v.1.4.0
2025/01/02 (19:41:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/03 (03:12:55) | ===> btop++ v.1.4.0
2025/01/03 (03:12:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/05 (23:24:37) | ===> btop++ v.1.4.0
2025/01/05 (23:24:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/05 (23:24:37) | ===> btop++ v.1.4.0
2025/01/05 (23:24:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/08 (11:51:32) | ===> btop++ v.1.4.0
2025/01/08 (11:51:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/08 (15:29:07) | ===> btop++ v.1.4.0
2025/01/08 (15:29:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/08 (15:29:07) | ===> btop++ v.1.4.0
2025/01/08 (15:29:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/08 (22:03:47) | ===> btop++ v.1.4.0
2025/01/08 (22:03:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/08 (22:03:47) | ===> btop++ v.1.4.0
2025/01/08 (22:03:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/09 (03:09:00) | ===> btop++ v.1.4.0
2025/01/09 (03:09:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/10 (00:17:48) | ===> btop++ v.1.4.0
2025/01/10 (00:17:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/10 (11:48:46) | ===> btop++ v.1.4.0
2025/01/10 (11:48:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/10 (14:22:25) | ===> btop++ v.1.4.0
2025/01/10 (14:22:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/10 (14:22:25) | ===> btop++ v.1.4.0
2025/01/10 (14:22:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/11 (01:13:50) | ===> btop++ v.1.4.0
2025/01/11 (01:13:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/11 (21:13:03) | ===> btop++ v.1.4.0
2025/01/11 (21:13:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/12 (09:57:48) | ===> btop++ v.1.4.0
2025/01/12 (09:57:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/12 (15:23:17) | ===> btop++ v.1.4.0
